district_name,num_transactions,transaction_amount_rupees,year,state_name,quarter
salem district,25568703,44455006086.0,2023,tamil-nadu,4
nagapattinam district,4347694,7311122645.0,2023,tamil-nadu,4
tirupathur district,11031298,17300586537.0,2023,tamil-nadu,4
ariyalur district,2549994,4367171700.0,2023,tamil-nadu,4
chennai district,63203856,84462859933.0,2023,tamil-nadu,4
the nilgiris district,4771052,7116857808.0,2023,tamil-nadu,4
erode district,13962707,21465887465.0,2023,tamil-nadu,4
karur district,5262117,9003387087.0,2023,tamil-nadu,4
kallakkurichi district,7645944,12732566595.0,2023,tamil-nadu,4
viluppuram district,7398695,11207312466.0,2023,tamil-nadu,4
pudukkottai district,4683297,8939368761.0,2023,tamil-nadu,4
perambalur district,2474062,4197994109.0,2023,tamil-nadu,4
coimbatore district,49610094,62771942615.0,2023,tamil-nadu,4
virudhunagar district,7127952,12454054001.0,2023,tamil-nadu,4
dindigul district,12332967,21838011929.0,2023,tamil-nadu,4
sivaganga district,4911741,9224527364.0,2023,tamil-nadu,4
tenkasi district,4144695,7786677432.0,2023,tamil-nadu,4
chengalpattu district,56593183,66002471552.0,2023,tamil-nadu,4
kanniyakumari district,8165186,15240413516.0,2023,tamil-nadu,4
tirunelveli district,7655361,12403415471.0,2023,tamil-nadu,4
thiruvallur district,55046227,74196249957.0,2023,tamil-nadu,4
theni district,6549554,12110551574.0,2023,tamil-nadu,4
ranipet district,7743655,11977580131.0,2023,tamil-nadu,4
namakkal district,10249122,18022602038.0,2023,tamil-nadu,4
vellore district,13634855,21428316822.0,2023,tamil-nadu,4
thiruvarur district,2801765,5129449259.0,2023,tamil-nadu,4
tiruchirappalli district,739515,1460934059.6618776,2019,tamil-nadu,1
ramanathapuram district,117510,261212990.57586715,2019,tamil-nadu,1
krishnagiri district,848874,1549327562.4754324,2019,tamil-nadu,1
cuddalore district,371882,699951874.4703772,2019,tamil-nadu,1
kancheepuram district,1732340,2735468905.1703753,2019,tamil-nadu,1
tiruppur district,1078231,2186722074.262658,2019,tamil-nadu,1
dharmapuri district,331500,668652808.0588444,2019,tamil-nadu,1
thoothukkudi district,180015,359895560.1460023,2019,tamil-nadu,1
thanjavur district,405498,669639245.9756603,2019,tamil-nadu,1
madurai district,662080,1386372054.5139372,2019,tamil-nadu,1
tiruvannamalai district,335517,587600686.1729097,2019,tamil-nadu,1
salem district,949562,1916555034.6953974,2019,tamil-nadu,1
nagapattinam district,124400,244377942.67220742,2019,tamil-nadu,1
tirupathur district,202883,385038982.587596,2019,tamil-nadu,1
ariyalur district,73816,152352863.72042736,2019,tamil-nadu,1
chennai district,11642449,18810971714.51368,2019,tamil-nadu,1
the nilgiris district,158492,309832942.56843877,2019,tamil-nadu,1
erode district,530256,1057858607.532634,2019,tamil-nadu,1
karur district,185137,377068327.0145311,2019,tamil-nadu,1
kallakkurichi district,156496,337609667.69771576,2019,tamil-nadu,1
viluppuram district,286859,514030368.828369,2019,tamil-nadu,1
pudukkottai district,184227,348619009.32284886,2019,tamil-nadu,1
perambalur district,67010,140622320.1727047,2019,tamil-nadu,1
coimbatore district,2709665,5072064993.630945,2019,tamil-nadu,1
virudhunagar district,222473,434593501.068418,2019,tamil-nadu,1
dindigul district,296645,653290732.3983055,2019,tamil-nadu,1
sivaganga district,159965,364945762.4726825,2019,tamil-nadu,1
tenkasi district,126012,235423158.3782131,2019,tamil-nadu,1
chengalpattu district,3285713,4918695631.396448,2019,tamil-nadu,1
kanniyakumari district,181053,403789101.6641393,2019,tamil-nadu,1
tirunelveli district,206676,446437662.9956399,2019,tamil-nadu,1
thiruvallur district,2305713,3957616692.241628,2019,tamil-nadu,1
theni district,141271,316272934.5833893,2019,tamil-nadu,1
ranipet district,275147,468967113.39919156,2019,tamil-nadu,1
namakkal district,381248,779612379.6185097,2019,tamil-nadu,1
vellore district,521653,796074971.7121506,2019,tamil-nadu,1
thiruvarur district,97262,195536577.7617722,2019,tamil-nadu,1
tiruchirappalli district,776306,1748258486.2944925,2019,tamil-nadu,2
ramanathapuram district,123783,296811295.8616359,2019,tamil-nadu,2
krishnagiri district,663016,1504554589.8086202,2019,tamil-nadu,2
cuddalore district,338724,724326506.6539905,2019,tamil-nadu,2
kancheepuram district,1656532,2936409443.598878,2019,tamil-nadu,2
tiruppur district,1179119,2631888252.799778,2019,tamil-nadu,2
dharmapuri district,323447,750439298.4748436,2019,tamil-nadu,2
thoothukkudi district,185632,412772487.6535857,2019,tamil-nadu,2
thanjavur district,339651,680121355.5242591,2019,tamil-nadu,2
madurai district,741073,1703311128.1845107,2019,tamil-nadu,2
tiruvannamalai district,321071,651936392.503907,2019,tamil-nadu,2
salem district,1018100,2340941775.7458673,2019,tamil-nadu,2
nagapattinam district,134853,288878413.0761344,2019,tamil-nadu,2
tirupathur district,206045,439049538.038205,2019,tamil-nadu,2
ariyalur district,78382,182726352.90462667,2019,tamil-nadu,2
chennai district,10577435,20366477248.325935,2019,tamil-nadu,2
the nilgiris district,137469,343730237.7547302,2019,tamil-nadu,2
erode district,618730,1395266699.3923202,2019,tamil-nadu,2
karur district,179180,416267818.15522087,2019,tamil-nadu,2
kallakkurichi district,166891,378429511.937363,2019,tamil-nadu,2
viluppuram district,277403,576610926.2303933,2019,tamil-nadu,2
pudukkottai district,142843,321121330.503316,2019,tamil-nadu,2
perambalur district,71612,161197712.56576952,2019,tamil-nadu,2
coimbatore district,3191687,7063644440.487608,2019,tamil-nadu,2
virudhunagar district,214026,465084869.3948114,2019,tamil-nadu,2
dindigul district,288758,696936336.7798494,2019,tamil-nadu,2
sivaganga district,152693,372992810.1422117,2019,tamil-nadu,2
tenkasi district,110318,247940691.25120723,2019,tamil-nadu,2
chengalpattu district,3719692,5655296088.730306,2019,tamil-nadu,2
kanniyakumari district,207995,466208102.0994936,2019,tamil-nadu,2
tirunelveli district,198144,472709052.2940883,2019,tamil-nadu,2
thiruvallur district,2486358,4674408137.818318,2019,tamil-nadu,2
theni district,141459,356493376.3471781,2019,tamil-nadu,2
ranipet district,252482,511118431.89607203,2019,tamil-nadu,2
namakkal district,329353,809609337.9236962,2019,tamil-nadu,2
vellore district,527517,961718767.3510636,2019,tamil-nadu,2
thiruvarur district,93958,201988781.25331098,2019,tamil-nadu,2
tiruchirappalli district,1028271,2283457398.7735853,2019,tamil-nadu,3
ramanathapuram district,164056,364511483.7921167,2019,tamil-nadu,3
krishnagiri district,906439,1897364248.7738578,2019,tamil-nadu,3
cuddalore district,429418,854430041.4558713,2019,tamil-nadu,3
kancheepuram district,2374121,3749463855.838708,2019,tamil-nadu,3
tiruppur district,1583318,3459384833.8566313,2019,tamil-nadu,3
dharmapuri district,404500,892434523.6141176,2019,tamil-nadu,3
thoothukkudi district,251434,514591122.2093332,2019,tamil-nadu,3
thanjavur district,499378,862709786.020551,2019,tamil-nadu,3
madurai district,1004838,2163231649.618825,2019,tamil-nadu,3
tiruvannamalai district,408695,788782442.4394717,2019,tamil-nadu,3
salem district,1348219,3089948772.2836018,2019,tamil-nadu,3
nagapattinam district,182524,374062397.54947984,2019,tamil-nadu,3
tirupathur district,280191,551887987.5341959,2019,tamil-nadu,3
ariyalur district,102318,210754842.56579608,2019,tamil-nadu,3
chennai district,11333032,23024193806.41262,2019,tamil-nadu,3
the nilgiris district,172729,366416212.008214,2019,tamil-nadu,3
erode district,824050,1809433458.6710446,2019,tamil-nadu,3
karur district,233312,527606128.129179,2019,tamil-nadu,3
kallakkurichi district,214180,462594169.6759218,2019,tamil-nadu,3
viluppuram district,347727,691014122.5419819,2019,tamil-nadu,3
pudukkottai district,195452,403435245.85255337,2019,tamil-nadu,3
perambalur district,97443,202989238.0194384,2019,tamil-nadu,3
coimbatore district,4303835,9457627886.22332,2019,tamil-nadu,3
virudhunagar district,286960,603050825.4211078,2019,tamil-nadu,3
dindigul district,411188,865233220.4260747,2019,tamil-nadu,3
sivaganga district,203568,461238657.754354,2019,tamil-nadu,3
tenkasi district,149611,316677496.8906262,2019,tamil-nadu,3
chengalpattu district,5765425,7255276540.840912,2019,tamil-nadu,3
kanniyakumari district,293582,576372340.2691851,2019,tamil-nadu,3
tirunelveli district,266559,571521395.652529,2019,tamil-nadu,3
thiruvallur district,3497534,5790229760.583482,2019,tamil-nadu,3
theni district,182650,415596823.8817531,2019,tamil-nadu,3
ranipet district,319434,621745958.3633249,2019,tamil-nadu,3
namakkal district,436893,1016896335.2618289,2019,tamil-nadu,3
vellore district,776654,1201803229.5388474,2019,tamil-nadu,3
thiruvarur district,130645,261636404.8962479,2019,tamil-nadu,3
tiruchirappalli district,1364259,2850823022.8616314,2019,tamil-nadu,4
ramanathapuram district,217020,466879310.9724102,2019,tamil-nadu,4
krishnagiri district,1302647,2599923579.484123,2019,tamil-nadu,4
cuddalore district,554320,1069462594.6879781,2019,tamil-nadu,4
kancheepuram district,3134851,4643283492.789846,2019,tamil-nadu,4
tiruppur district,2020118,4339514037.303126,2019,tamil-nadu,4
dharmapuri district,545240,1179249689.0943723,2019,tamil-nadu,4
thoothukkudi district,334748,673765706.7351946,2019,tamil-nadu,4
thanjavur district,634748,1089380865.8971028,2019,tamil-nadu,4
madurai district,1315576,2775348044.296371,2019,tamil-nadu,4
tiruvannamalai district,561787,1076989969.0761592,2019,tamil-nadu,4
salem district,1754893,3897469229.2628374,2019,tamil-nadu,4
nagapattinam district,234840,461426174.73255897,2019,tamil-nadu,4
tirupathur district,385208,757709091.2759188,2019,tamil-nadu,4
ariyalur district,135252,270334848.5944755,2019,tamil-nadu,4
chennai district,16437269,31810645818.308853,2019,tamil-nadu,4
the nilgiris district,254745,537415179.52037,2019,tamil-nadu,4
erode district,1092587,2315486948.9064226,2019,tamil-nadu,4
karur district,303847,651278224.9980934,2019,tamil-nadu,4
kallakkurichi district,293430,615206202.5476354,2019,tamil-nadu,4
viluppuram district,478192,911152034.8421421,2019,tamil-nadu,4
pudukkottai district,250329,513371629.4764075,2019,tamil-nadu,4
perambalur district,130104,262954158.27917016,2019,tamil-nadu,4
coimbatore district,5937176,11949970482.923735,2019,tamil-nadu,4
virudhunagar district,371435,780408757.3399825,2019,tamil-nadu,4
dindigul district,570988,1157558219.820724,2019,tamil-nadu,4
sivaganga district,293949,681274042.3255894,2019,tamil-nadu,4
tenkasi district,193559,403713924.4305418,2019,tamil-nadu,4
chengalpattu district,7809082,9083457170.596087,2019,tamil-nadu,4
kanniyakumari district,421655,795547991.5668749,2019,tamil-nadu,4
tirunelveli district,360780,745395226.0570003,2019,tamil-nadu,4
thiruvallur district,4441180,7308502938.397885,2019,tamil-nadu,4
theni district,256489,559543041.1831771,2019,tamil-nadu,4
ranipet district,421689,816050436.4792322,2019,tamil-nadu,4
namakkal district,559495,1234659045.0414333,2019,tamil-nadu,4
vellore district,1053293,1572585255.604042,2019,tamil-nadu,4
thiruvarur district,169631,333129126.8343694,2019,tamil-nadu,4
tiruchirappalli district,2534430,5757901187.932753,2021,tamil-nadu,1
ramanathapuram district,631789,1554931692.7774014,2021,tamil-nadu,1
krishnagiri district,5202492,9440763059.482832,2021,tamil-nadu,1
cuddalore district,1707504,3517107575.659477,2021,tamil-nadu,1
kancheepuram district,7239244,10815729803.342922,2021,tamil-nadu,1
tiruppur district,4975985,9855808601.269077,2021,tamil-nadu,1
dharmapuri district,1935044,4467489202.169479,2021,tamil-nadu,1
thoothukkudi district,1024223,2295990424.1404276,2021,tamil-nadu,1
thanjavur district,1422654,3220591281.6633296,2021,tamil-nadu,1
madurai district,3516926,7776155489.0908375,2021,tamil-nadu,1
tiruvannamalai district,1645538,3445029710.066068,2021,tamil-nadu,1
salem district,5675889,12397067358.312304,2021,tamil-nadu,1
nagapattinam district,689365,1537599764.657482,2021,tamil-nadu,1
tirupathur district,1373386,2765064695.423464,2021,tamil-nadu,1
ariyalur district,381503,827174237.8486408,2021,tamil-nadu,1
chennai district,39623781,67401706552.93741,2021,tamil-nadu,1
the nilgiris district,765592,1525536741.0368812,2021,tamil-nadu,1
erode district,3015359,6105816825.193926,2021,tamil-nadu,1
karur district,743870,1632503232.2905831,2021,tamil-nadu,1
kallakkurichi district,992263,2227491859.8830943,2021,tamil-nadu,1
viluppuram district,1447099,2796485186.5226917,2021,tamil-nadu,1
pudukkottai district,717862,1670160006.5136104,2021,tamil-nadu,1
perambalur district,362847,795881350.4264938,2021,tamil-nadu,1
coimbatore district,13630124,22657497371.80345,2021,tamil-nadu,1
virudhunagar district,1109562,2480352479.604073,2021,tamil-nadu,1
dindigul district,1675353,3733288913.068657,2021,tamil-nadu,1
sivaganga district,803444,1871616574.1551266,2021,tamil-nadu,1
tenkasi district,586227,1368272015.8617854,2021,tamil-nadu,1
chengalpattu district,11689531,15537387199.626888,2021,tamil-nadu,1
kanniyakumari district,1190574,2593569110.9656763,2021,tamil-nadu,1
tirunelveli district,1143931,2464834832.450224,2021,tamil-nadu,1
thiruvallur district,11085004,18895161862.27714,2021,tamil-nadu,1
theni district,831827,1963096378.715371,2021,tamil-nadu,1
ranipet district,1250636,2494409737.4287558,2021,tamil-nadu,1
namakkal district,1391436,3321591123.8563447,2021,tamil-nadu,1
vellore district,2072042,4306538176.971644,2021,tamil-nadu,1
thiruvarur district,472338,1150542258.225264,2021,tamil-nadu,1
tiruchirappalli district,2802791,5989876679.724473,2021,tamil-nadu,2
ramanathapuram district,798185,1781472318.7188895,2021,tamil-nadu,2
krishnagiri district,5709389,10202810394.134584,2021,tamil-nadu,2
cuddalore district,2104002,3951860482.8076982,2021,tamil-nadu,2
kancheepuram district,6712965,10372666957.168972,2021,tamil-nadu,2
tiruppur district,5150795,9379303653.11161,2021,tamil-nadu,2
dharmapuri district,2359010,4862765621.436455,2021,tamil-nadu,2
thoothukkudi district,1235343,2578339769.1596274,2021,tamil-nadu,2
thanjavur district,1640555,3416074243.8248944,2021,tamil-nadu,2
madurai district,3953976,8300059490.344873,2021,tamil-nadu,2
tiruvannamalai district,1985072,3856475911.7971444,2021,tamil-nadu,2
salem district,6557056,13210082950.603289,2021,tamil-nadu,2
nagapattinam district,791395,1603740775.831827,2021,tamil-nadu,2
tirupathur district,1664696,3096439056.0077715,2021,tamil-nadu,2
ariyalur district,497484,968590644.6844518,2021,tamil-nadu,2
chennai district,43737916,74499227803.6517,2021,tamil-nadu,2
the nilgiris district,810947,1566496075.5969553,2021,tamil-nadu,2
erode district,3273510,6223483781.161043,2021,tamil-nadu,2
karur district,878890,1756585805.1623807,2021,tamil-nadu,2
kallakkurichi district,1265522,2528572642.064455,2021,tamil-nadu,2
viluppuram district,1691100,3055469304.042017,2021,tamil-nadu,2
pudukkottai district,887414,1878724769.0651233,2021,tamil-nadu,2
perambalur district,435091,918814447.3710897,2021,tamil-nadu,2
coimbatore district,13478464,22760967333.98004,2021,tamil-nadu,2
virudhunagar district,1328980,2829209746.352104,2021,tamil-nadu,2
dindigul district,1926229,4084399404.4486322,2021,tamil-nadu,2
sivaganga district,991039,2138901770.5194092,2021,tamil-nadu,2
tenkasi district,747381,1613264780.7995117,2021,tamil-nadu,2
chengalpattu district,10075805,14457269251.206604,2021,tamil-nadu,2
kanniyakumari district,1398479,3021399531.8626623,2021,tamil-nadu,2
tirunelveli district,1372707,2810892734.1594667,2021,tamil-nadu,2
thiruvallur district,10992425,19318347570.29032,2021,tamil-nadu,2
theni district,1006998,2256366700.018511,2021,tamil-nadu,2
ranipet district,1430560,2810335099.931938,2021,tamil-nadu,2
namakkal district,1575727,3596658592.319852,2021,tamil-nadu,2
vellore district,2319925,4575493116.641008,2021,tamil-nadu,2
thiruvarur district,570619,1215901816.548285,2021,tamil-nadu,2
tiruchirappalli district,3736365,8136231980.2489195,2021,tamil-nadu,3
ramanathapuram district,1028742,2349967987.7481923,2021,tamil-nadu,3
krishnagiri district,8122339,14578072272.708693,2021,tamil-nadu,3
cuddalore district,2771525,5246388698.49807,2021,tamil-nadu,3
kancheepuram district,9646258,14550143056.676136,2021,tamil-nadu,3
tiruppur district,8398025,15282996499.831757,2021,tamil-nadu,3
dharmapuri district,3165112,6750977106.361298,2021,tamil-nadu,3
thoothukkudi district,1648598,3549683754.7758408,2021,tamil-nadu,3
thanjavur district,2123436,4642138035.103878,2021,tamil-nadu,3
madurai district,5142737,11208939183.589071,2021,tamil-nadu,3
tiruvannamalai district,2496046,5012701130.634172,2021,tamil-nadu,3
salem district,8972048,18517560410.078224,2021,tamil-nadu,3
nagapattinam district,1080569,2291158512.005002,2021,tamil-nadu,3
tirupathur district,2250740,4279948252.118585,2021,tamil-nadu,3
ariyalur district,658430,1302833298.3803225,2021,tamil-nadu,3
chennai district,60971210,100463999673.28705,2021,tamil-nadu,3
the nilgiris district,1147621,2226960234.278348,2021,tamil-nadu,3
erode district,4668549,9015063256.621798,2021,tamil-nadu,3
karur district,1215220,2538560234.489727,2021,tamil-nadu,3
kallakkurichi district,1635742,3336289610.826971,2021,tamil-nadu,3
viluppuram district,2157103,3952931604.1340733,2021,tamil-nadu,3
pudukkottai district,1151943,2522917992.224124,2021,tamil-nadu,3
perambalur district,569636,1164081951.2492151,2021,tamil-nadu,3
coimbatore district,20245762,33773953433.753265,2021,tamil-nadu,3
virudhunagar district,1750490,3906229438.3320065,2021,tamil-nadu,3
dindigul district,2698900,5791216155.941603,2021,tamil-nadu,3
sivaganga district,1290549,2864305904.0258627,2021,tamil-nadu,3
